"","uniprot","genesymbol","pathway","pathway_id"
"4445","Q9BY44","EIF2A","Amyotrophic lateral sclerosis","hsa05014"
"4446","P18850","ATF6","Amyotrophic lateral sclerosis","hsa05014"
"4447","P18848","ATF4","Amyotrophic lateral sclerosis","hsa05014"
"4448","P07196","NEFL","Amyotrophic lateral sclerosis","hsa05014"
"4449","P07197","NEFM","Amyotrophic lateral sclerosis","hsa05014"
"4450","P12036","NEFH","Amyotrophic lateral sclerosis","hsa05014"
"4451","Q96CV9","OPTN","Amyotrophic lateral sclerosis","hsa05014"
"4452","Q13501","SQSTM1","Amyotrophic lateral sclerosis","hsa05014"
"4453","Q08209","PPP3CA","Amyotrophic lateral sclerosis","hsa05014"
"4454","O00622","CCN1","Amyotrophic lateral sclerosis","hsa05014"
"4455","P56975","NRG3","Amyotrophic lateral sclerosis","hsa05014"
"4456","Q8WYQ3","CHCHD10","Amyotrophic lateral sclerosis","hsa05014"
"4457","P62820","RAB1A","Amyotrophic lateral sclerosis","hsa05014"
"4458","P42858","HTT","Huntington disease","hsa05016"
"4459","Q16623","STX1A","Huntington disease","hsa05016"
"4460","P45983","MAPK8","Huntington disease","hsa05016"
"4461","Q02779","MAP3K10","Huntington disease","hsa05016"
"4462","O14733","MAP2K7","Huntington disease","hsa05016"
"4463","Q9C0C7","AMBRA1","Huntington disease","hsa05016"
"4464","Q9UBK2","PPARGC1A","Huntington disease","hsa05016"
"4465","P41594","GRM5","Huntington disease","hsa05016"
"4466","P50148","GNAQ","Huntington disease","hsa05016"
"4467","Q7Z7K0","CMC1","Huntington disease","hsa05016"
"4468","P78352","DLG4","Huntington disease","hsa05016"
"4469","Q99683","MAP3K5","Huntington disease","hsa05016"
"4470","P99999","CYCS","Huntington disease","hsa05016"
"4471","O14727","APAF1","Huntington disease","hsa05016"
"4472","P55211","CASP9","Huntington disease","hsa05016"
"4473","Q13255","GRM1","Spinocerebellar ataxia","hsa05017"
"4474","P50148","GNAQ","Spinocerebellar ataxia","hsa05017"
"4475","Q7Z7K0","CMC1","Spinocerebellar ataxia","hsa05017"
"4476","Q8WWM7","ATXN2L","Spinocerebellar ataxia","hsa05017"
"4477","P01213","PDYN","Spinocerebellar ataxia","hsa05017"
"4478","Q96E52","OMA1","Spinocerebellar ataxia","hsa05017"
"4479","O75553","DAB1","Spinocerebellar ataxia","hsa05017"
"4480","Q99683","MAP3K5","Spinocerebellar ataxia","hsa05017"
"4481","P78509","RELN","Spinocerebellar ataxia","hsa05017"
"4482","P42336","PIK3CA","Spinocerebellar ataxia","hsa05017"
"4483","P17252","PRKCA","Spinocerebellar ataxia","hsa05017"
"4484","Q8TB72","PUM2","Spinocerebellar ataxia","hsa05017"
"4485","Q6SJ96","TBPL2","Spinocerebellar ataxia","hsa05017"
"4486","O15020","SPTBN2","Spinocerebellar ataxia","hsa05017"
"4487","P0C7T5","ATXN1L","Spinocerebellar ataxia","hsa05017"
"4488","P54252","ATXN3","Spinocerebellar ataxia","hsa05017"
"4489","P98155","VLDLR","Spinocerebellar ataxia","hsa05017"
"4490","Q9C0C7","AMBRA1","Spinocerebellar ataxia","hsa05017"
"4491","P42345","MTOR","Spinocerebellar ataxia","hsa05017"
"4492","F7VJQ1","PRNP","Prion disease","hsa05020"
"4493","P04156","PRNP","Prion disease","hsa05020"
"4494","P48637","GSS","Prion disease","hsa05020"
"4495","P18146","EGR1","Prion disease","hsa05020"
"4496","Q9UK10","ZNF225","Prion disease","hsa05020"
"4497","P11021","HSPA5","Prion disease","hsa05020"
"4498","Q9NZJ5","EIF2AK3","Prion disease","hsa05020"
"4499","P05198","EIF2S1","Prion disease","hsa05020"
"4500","Q9BY44","EIF2A","Prion disease","hsa05020"
"4501","Q6UXS9","CASP12","Prion disease","hsa05020"
"4502","O14727","APAF1","Prion disease","hsa05020"
"4503","P99999","CYCS","Prion disease","hsa05020"
"4504","P55211","CASP9","Prion disease","hsa05020"
"4505","Q08209","PPP3CA","Prion disease","hsa05020"
"4506","O00622","CCN1","Prion disease","hsa05020"
"4507","P49841","GSK3B","Prion disease","hsa05020"
"4508","P68400","CSNK2A1","Prion disease","hsa05020"
"4509","Q03135","CAV1","Prion disease","hsa05020"
"4510","P06241","FYN","Prion disease","hsa05020"
"4511","Q9H2G2","SLK","Prion disease","hsa05020"
"4512","P42336","PIK3CA","Prion disease","hsa05020"
"4513","P28482","MAPK1","Prion disease","hsa05020"
"4514","O43889","CREB3","Prion disease","hsa05020"
"4515","P18848","ATF4","Prion disease","hsa05020"
"4516","P01213","PDYN","Pathways of neurodegeneration - multiple diseases","hsa05022"
"4517","P78352","DLG4","Pathways of neurodegeneration - multiple diseases","hsa05022"
"4518","P11229","CHRM1","Pathways of neurodegeneration - multiple diseases","hsa05022"
"4519","Q13255","GRM1","Pathways of neurodegeneration - multiple diseases","hsa05022"
"4520","P41594","GRM5","Pathways of neurodegeneration - multiple diseases","hsa05022"
"4521","P50148","GNAQ","Pathways of neurodegeneration - multiple diseases","hsa05022"
"4522","Q7Z7K0","CMC1","Pathways of neurodegeneration - multiple diseases","hsa05022"
"4523","O60260","PRKN","Pathways of neurodegeneration - multiple diseases","hsa05022"
"4524","P42858","HTT","Pathways of neurodegeneration - multiple diseases","hsa05022"
"4525","Q8WWM7","ATXN2L","Pathways of neurodegeneration - multiple diseases","hsa05022"
"4526","O75460","ERN1","Pathways of neurodegeneration - multiple diseases","hsa05022"
"4527","Q12933","TRAF2","Pathways of neurodegeneration - multiple diseases","hsa05022"
"4528","Q99683","MAP3K5","Pathways of neurodegeneration - multiple diseases","hsa05022"
"4529","Q9NZJ5","EIF2AK3","Pathways of neurodegeneration - multiple diseases","hsa05022"
"4530","P05198","EIF2S1","Pathways of neurodegeneration - multiple diseases","hsa05022"
"4531","Q9BY44","EIF2A","Pathways of neurodegeneration - multiple diseases","hsa05022"
"4532","Q8TD86","CALML6","Pathways of neurodegeneration - multiple diseases","hsa05022"
"4533","Q6UXS9","CASP12","Pathways of neurodegeneration - multiple diseases","hsa05022"
"4534","P48023","FASLG","Pathways of neurodegeneration - multiple diseases","hsa05022"
"4535","P25445","FAS","Pathways of neurodegeneration - multiple diseases","hsa05022"
"4536","Q13158","FADD","Pathways of neurodegeneration - multiple diseases","hsa05022"
"4537","Q14790","CASP8","Pathways of neurodegeneration - multiple diseases","hsa05022"
"4538","P55957","BID","Pathways of neurodegeneration - multiple diseases","hsa05022"
"4539","P99999","CYCS","Pathways of neurodegeneration - multiple diseases","hsa05022"
"4540","O14727","APAF1","Pathways of neurodegeneration - multiple diseases","hsa05022"
"4541","P55211","CASP9","Pathways of neurodegeneration - multiple diseases","hsa05022"
"4542","Q99714","HSD17B10","Pathways of neurodegeneration - multiple diseases","hsa05022"
"4543","Q08752","PPID","Pathways of neurodegeneration - multiple diseases","hsa05022"
"4544","P01375","TNF","Pathways of neurodegeneration - multiple diseases","hsa05022"
"4545","P19438","TNFRSF1A","Pathways of neurodegeneration - multiple diseases","hsa05022"
"4546","Q9UER7","DAXX","Pathways of neurodegeneration - multiple diseases","hsa05022"
"4547","Q5STR5","SMIM40","Pathways of neurodegeneration - multiple diseases","hsa05022"
"4548","P49768","PSEN1","Pathways of neurodegeneration - multiple diseases","hsa05022"
"4549","F7VJQ1","PRNP","Pathways of neurodegeneration - multiple diseases","hsa05022"
"4550","P04156","PRNP","Pathways of neurodegeneration - multiple diseases","hsa05022"
"4551","P48637","GSS","Pathways of neurodegeneration - multiple diseases","hsa05022"
"4552","Q08209","PPP3CA","Pathways of neurodegeneration - multiple diseases","hsa05022"
"4553","O00622","CCN1","Pathways of neurodegeneration - multiple diseases","hsa05022"
"4554","P07384","CAPN1","Pathways of neurodegeneration - multiple diseases","hsa05022"
"4555","Q9ULW2","FZD10","Pathways of neurodegeneration - multiple diseases","hsa05022"
"4556","Q15109","AGER","Pathways of neurodegeneration - multiple diseases","hsa05022"
"4557","P01112","HRAS","Pathways of neurodegeneration - multiple diseases","hsa05022"
"4558","O14733","MAP2K7","Pathways of neurodegeneration - multiple diseases","hsa05022"
"4559","Q02779","MAP3K10","Pathways of neurodegeneration - multiple diseases","hsa05022"
"4560","Q9C0C7","AMBRA1","Pathways of neurodegeneration - multiple diseases","hsa05022"
"4561","Q9BSB4","ATG101","Pathways of neurodegeneration - multiple diseases","hsa05022"
"4562","Q9UQM7","CAMK2A","Pathways of neurodegeneration - multiple diseases","hsa05022"
"4563","P49841","GSK3B","Pathways of neurodegeneration - multiple diseases","hsa05022"
"4564","Q15078","CDK5R1","Pathways of neurodegeneration - multiple diseases","hsa05022"
"4565","Q00535","CDK5","Pathways of neurodegeneration - multiple diseases","hsa05022"
"4566","P10398","ARAF","Pathways of neurodegeneration - multiple diseases","hsa05022"
"4567","Q02750","MAP2K1","Pathways of neurodegeneration - multiple diseases","hsa05022"
"4568","Q16623","STX1A","Pathways of neurodegeneration - multiple diseases","hsa05022"
"4569","P00441","SOD1","Pathways of neurodegeneration - multiple diseases","hsa05022"
"4570","P37840","SNCA","Pathways of neurodegeneration - multiple diseases","hsa05022"
"4571","O95292","VAPB","Pathways of neurodegeneration - multiple diseases","hsa05022"
"4572","P11021","HSPA5","Pathways of neurodegeneration - multiple diseases","hsa05022"
"4573","P10415","BCL2","Pathways of neurodegeneration - multiple diseases","hsa05022"
"4574","O43464","HTRA2","Pathways of neurodegeneration - multiple diseases","hsa05022"
"4575","Q12931","TRAP1","Pathways of neurodegeneration - multiple diseases","hsa05022"
"4576","P42345","MTOR","Pathways of neurodegeneration - multiple diseases","hsa05022"
"4577","P07196","NEFL","Pathways of neurodegeneration - multiple diseases","hsa05022"
"4578","P07197","NEFM","Pathways of neurodegeneration - multiple diseases","hsa05022"
"4579","P12036","NEFH","Pathways of neurodegeneration - multiple diseases","hsa05022"
"4580","P10636","MAPT","Pathways of neurodegeneration - multiple diseases","hsa05022"
"4581","O15020","SPTBN2","Pathways of neurodegeneration - multiple diseases","hsa05022"
"4582","P45983","MAPK8","Pathways of neurodegeneration - multiple diseases","hsa05022"
"4583","P68400","CSNK2A1","Pathways of neurodegeneration - multiple diseases","hsa05022"
"4584","P17861","XBP1","Pathways of neurodegeneration - multiple diseases","hsa05022"
"4585","P18848","ATF4","Pathways of neurodegeneration - multiple diseases","hsa05022"
"4586","P19838","NFKB1","Pathways of neurodegeneration - multiple diseases","hsa05022"
"4587","Q5S007","LRRK2","Pathways of neurodegeneration - multiple diseases","hsa05022"
"4588","Q07812","BAX","Pathways of neurodegeneration - multiple diseases","hsa05022"
"4589","Q96Q42","ALS2","Pathways of neurodegeneration - multiple diseases","hsa05022"
"4590","P54252","ATXN3","Pathways of neurodegeneration - multiple diseases","hsa05022"
"4591","Q96CV9","OPTN","Pathways of neurodegeneration - multiple diseases","hsa05022"
"4592","Q13501","SQSTM1","Pathways of neurodegeneration - multiple diseases","hsa05022"
"4593","P62820","RAB1A","Pathways of neurodegeneration - multiple diseases","hsa05022"
"4594","P22314","UBA1","Pathways of neurodegeneration - multiple diseases","hsa05022"
"4595","P68036","UBE2L3","Pathways of neurodegeneration - multiple diseases","hsa05022"
"4596","P46734","MAP2K3","Pathways of neurodegeneration - multiple diseases","hsa05022"
"4597","P52564","MAP2K6","Pathways of neurodegeneration - multiple diseases","hsa05022"
"4598","Q9BXM7","PINK1","Pathways of neurodegeneration - multiple diseases","hsa05022"
"4599","P18850","ATF6","Pathways of neurodegeneration - multiple diseases","hsa05022"
"4600","Q99497","PARK7","Pathways of neurodegeneration - multiple diseases","hsa05022"
"4601","Q07817","BCL2L1","Pathways of neurodegeneration - multiple diseases","hsa05022"
"4602","P17252","PRKCA","Pathways of neurodegeneration - multiple diseases","hsa05022"
"4603","Q92934","BAD","Pathways of neurodegeneration - multiple diseases","hsa05022"
"4604","P30405","PPIF","Pathways of neurodegeneration - multiple diseases","hsa05022"
"4605","O14640","DVL1","Pathways of neurodegeneration - multiple diseases","hsa05022"
"4606","Q13148","TARDBP","Pathways of neurodegeneration - multiple diseases","hsa05022"
"4607","Q14416","GRM2","Cocaine addiction","hsa05030"
"4608","P21728","DRD1","Cocaine addiction","hsa05030"
"4609","P84996","GNAS","Cocaine addiction","hsa05030"
"4610","O95467","GNAS","Cocaine addiction","hsa05030"
"4611","P63092","GNAS","Cocaine addiction","hsa05030"
"4612","Q5JWF2","GNAS","Cocaine addiction","hsa05030"
"4613","P17612","PRKACA","Cocaine addiction","hsa05030"
"4614","P14416","DRD2","Cocaine addiction","hsa05030"
"4615","P63096","GNAI1","Cocaine addiction","hsa05030"
"4616","Q86YR5","GPSM1","Cocaine addiction","hsa05030"
"4617","O75916","RGS9","Cocaine addiction","hsa05030"
"4618","Q9UD71","PPP1R1B","Cocaine addiction","hsa05030"
"4619","Q15078","CDK5R1","Cocaine addiction","hsa05030"
"4620","O43889","CREB3","Cocaine addiction","hsa05030"
"4621","Q00535","CDK5","Cocaine addiction","hsa05030"
"4622","Q8TCU5","GRIN3A","Cocaine addiction","hsa05030"
"4623","P17252","PRKCA","Amphetamine addiction","hsa05031"
"4624","Q9UQM7","CAMK2A","Amphetamine addiction","hsa05031"
"4625","Q8TD86","CALML6","Amphetamine addiction","hsa05031"
"4626","Q16566","CAMK4","Amphetamine addiction","hsa05031"
"4627","P21728","DRD1","Amphetamine addiction","hsa05031"
"4628","P84996","GNAS","Amphetamine addiction","hsa05031"
"4629","O95467","GNAS","Amphetamine addiction","hsa05031"
"4630","P63092","GNAS","Amphetamine addiction","hsa05031"
"4631","Q5JWF2","GNAS","Amphetamine addiction","hsa05031"
"4632","Q01959","SLC6A3","Amphetamine addiction","hsa05031"
"4633","Q9UD71","PPP1R1B","Amphetamine addiction","hsa05031"
"4634","P62136","PPP1CA","Amphetamine addiction","hsa05031"
"4635","O43889","CREB3","Amphetamine addiction","hsa05031"
"4636","P53539","FOSB","Amphetamine addiction","hsa05031"
"4637","Q96EB6","SIRT1","Amphetamine addiction","hsa05031"
"4638","Q13547","HDAC1","Amphetamine addiction","hsa05031"
"4639","P17612","PRKACA","Amphetamine addiction","hsa05031"
"4640","Q9UBS5","GABBR1","Morphine addiction","hsa05032"
"4641","O14775","GNB5","Morphine addiction","hsa05032"
"4642","P35372","OPRM1","Morphine addiction","hsa05032"
"4643","P84996","GNAS","Morphine addiction","hsa05032"
"4644","O95467","GNAS","Morphine addiction","hsa05032"
"4645","P63092","GNAS","Morphine addiction","hsa05032"
"4646","Q5JWF2","GNAS","Morphine addiction","hsa05032"
"4647","P17252","PRKCA","Morphine addiction","hsa05032"
"4648","P21728","DRD1","Morphine addiction","hsa05032"
"4649","P17612","PRKACA","Morphine addiction","hsa05032"
"4650","P25098","GRK2","Morphine addiction","hsa05032"
"4651","P49407","ARRB1","Morphine addiction","hsa05032"
"4652","P14416","DRD2","Alcoholism","hsa05034"
"4653","O14775","GNB5","Alcoholism","hsa05034"
"4654","P21728","DRD1","Alcoholism","hsa05034"
"4655","P84996","GNAS","Alcoholism","hsa05034"
"4656","O95467","GNAS","Alcoholism","hsa05034"
"4657","P63092","GNAS","Alcoholism","hsa05034"
"4658","Q5JWF2","GNAS","Alcoholism","hsa05034"
"4659","P29274","ADORA2A","Alcoholism","hsa05034"
"4660","P23560","BDNF","Alcoholism","hsa05034"
"4661","Q07889","SOS1","Alcoholism","hsa05034"
"4662","P14210","HGF","Alcoholism","hsa05034"
"4663","P01112","HRAS","Alcoholism","hsa05034"
"4664","Q8TD86","CALML6","Alcoholism","hsa05034"
"4665","Q96RR4","CAMKK2","Alcoholism","hsa05034"
"4666","P10398","ARAF","Alcoholism","hsa05034"
"4667","Q02750","MAP2K1","Alcoholism","hsa05034"
"4668","P17612","PRKACA","Alcoholism","hsa05034"
"4669","P61925","PKIA","Alcoholism","hsa05034"
"4670","Q9UD71","PPP1R1B","Alcoholism","hsa05034"
"4671","P62136","PPP1CA","Alcoholism","hsa05034"
"4672","O43889","CREB3","Alcoholism","hsa05034"
"4673","Q16566","CAMK4","Alcoholism","hsa05034"
"4674","P28482","MAPK1","Alcoholism","hsa05034"
"4675","P03956","MMP1","Lipid and atherosclerosis","hsa05417"
"4676","O14967","CLGN","Lipid and atherosclerosis","hsa05417"
"4677","Q92888","ARHGEF1","Lipid and atherosclerosis","hsa05417"
"4678","P61586","RHOA","Lipid and atherosclerosis","hsa05417"
"4679","P78380","OLR1","Lipid and atherosclerosis","hsa05417"
"4680","Q9Y243","AKT3","Lipid and atherosclerosis","hsa05417"
"4681","P12931","SRC","Lipid and atherosclerosis","hsa05417"
"4682","P01112","HRAS","Lipid and atherosclerosis","hsa05417"
"4683","P63000","RAC1","Lipid and atherosclerosis","hsa05417"
"4684","P60953","CDC42","Lipid and atherosclerosis","hsa05417"
"4685","P0DMV8","HSPA1A","Lipid and atherosclerosis","hsa05417"
"4686","P08571","CD14","Lipid and atherosclerosis","hsa05417"
"4687","O00206","TLR4","Lipid and atherosclerosis","hsa05417"
"4688","Q86XR7","TICAM2","Lipid and atherosclerosis","hsa05417"
"4689","P07948","LYN","Lipid and atherosclerosis","hsa05417"
"4690","P62834","RAP1A","Lipid and atherosclerosis","hsa05417"
"4691","Q9NZJ5","EIF2AK3","Lipid and atherosclerosis","hsa05417"
"4692","P05198","EIF2S1","Lipid and atherosclerosis","hsa05417"
"4693","Q9BY44","EIF2A","Lipid and atherosclerosis","hsa05417"
"4694","O75460","ERN1","Lipid and atherosclerosis","hsa05417"
"4695","Q12933","TRAF2","Lipid and atherosclerosis","hsa05417"
"4696","P98155","VLDLR","Lipid and atherosclerosis","hsa05417"
"4697","O15530","PDPK1","Lipid and atherosclerosis","hsa05417"
"4698","Q15118","PDK1","Lipid and atherosclerosis","hsa05417"
"4699","Q6A1A2","PDPK2P","Lipid and atherosclerosis","hsa05417"
"4700","Q8TD86","CALML6","Lipid and atherosclerosis","hsa05417"
"4701","P50591","TNFSF10","Lipid and atherosclerosis","hsa05417"
"4702","P01375","TNF","Lipid and atherosclerosis","hsa05417"
"4703","P48023","FASLG","Lipid and atherosclerosis","hsa05417"
"4704","Q14790","CASP8","Lipid and atherosclerosis","hsa05417"
"4705","P55211","CASP9","Lipid and atherosclerosis","hsa05417"
"4706","P18428","LBP","Lipid and atherosclerosis","hsa05417"
"4707","Q9Y6Y9","LY96","Lipid and atherosclerosis","hsa05417"
"4708","P16671","CD36","Lipid and atherosclerosis","hsa05417"
"4709","Q9Y2C9","TLR6","Lipid and atherosclerosis","hsa05417"
"4710","P28482","MAPK1","Lipid and atherosclerosis","hsa05417"
"4711","Q96HE7","ERO1A","Lipid and atherosclerosis","hsa05417"
"4712","O14763","TNFRSF10B","Lipid and atherosclerosis","hsa05417"
"4713","P19438","TNFRSF1A","Lipid and atherosclerosis","hsa05417"
"4714","P25445","FAS","Lipid and atherosclerosis","hsa05417"
"4715","O60674","JAK2","Lipid and atherosclerosis","hsa05417"
"4716","O14733","MAP2K7","Lipid and atherosclerosis","hsa05417"
"4717","P45983","MAPK8","Lipid and atherosclerosis","hsa05417"
"4718","P46734","MAP2K3","Lipid and atherosclerosis","hsa05417"
"4719","O43318","MAP3K7","Lipid and atherosclerosis","hsa05417"
"4720","O15111","CHUK","Lipid and atherosclerosis","hsa05417"
"4721","P25963","NFKBIA","Lipid and atherosclerosis","hsa05417"
"4722","O75116","ROCK2","Lipid and atherosclerosis","hsa05417"
"4723","P17252","PRKCA","Lipid and atherosclerosis","hsa05417"
"4724","P17612","PRKACA","Lipid and atherosclerosis","hsa05417"
"4725","Q16539","MAPK14","Lipid and atherosclerosis","hsa05417"
"4726","Q96P20","NLRP3","Lipid and atherosclerosis","hsa05417"
"4727","P01185","AVP","Lipid and atherosclerosis","hsa05417"
"4728","Q9ULZ3","PYCARD","Lipid and atherosclerosis","hsa05417"
"4729","P49841","GSK3B","Lipid and atherosclerosis","hsa05417"
"4730","Q08209","PPP3CA","Lipid and atherosclerosis","hsa05417"
"4731","O00622","CCN1","Lipid and atherosclerosis","hsa05417"
"4732","P10415","BCL2","Lipid and atherosclerosis","hsa05417"
"4733","Q9UKI9","POU2F3","Lipid and atherosclerosis","hsa05417"
"4734","P01100","FOS","Lipid and atherosclerosis","hsa05417"
"4735","P19838","NFKB1","Lipid and atherosclerosis","hsa05417"
"4736","Q92985","IRF7","Lipid and atherosclerosis","hsa05417"
"4737","Q14653","IRF3","Lipid and atherosclerosis","hsa05417"
"4738","P0DPQ6","DDIT3","Lipid and atherosclerosis","hsa05417"
"4739","P35638","DDIT3","Lipid and atherosclerosis","hsa05417"
"4740","Q03701","CEBPZ","Lipid and atherosclerosis","hsa05417"
"4741","P18848","ATF4","Lipid and atherosclerosis","hsa05417"
"4742","P29466","CASP1","Lipid and atherosclerosis","hsa05417"
"4743","P99999","CYCS","Lipid and atherosclerosis","hsa05417"
"4744","P11021","HSPA5","Lipid and atherosclerosis","hsa05417"
"4745","Q99683","MAP3K5","Lipid and atherosclerosis","hsa05417"
"4746","P42336","PIK3CA","Fluid shear stress and atherosclerosis","hsa05418"
"4747","Q05397","PTK2","Fluid shear stress and atherosclerosis","hsa05418"
"4748","Q16236","NFE2L2","Fluid shear stress and atherosclerosis","hsa05418"
"4749","Q9NRV9","HEBP1","Fluid shear stress and atherosclerosis","hsa05418"
"4750","P06756","ITGAV","Fluid shear stress and atherosclerosis","hsa05418"
"4751","P19438","TNFRSF1A","Fluid shear stress and atherosclerosis","hsa05418"
"4752","P14778","IL1R1","Fluid shear stress and atherosclerosis","hsa05418"
"4753","O43318","MAP3K7","Fluid shear stress and atherosclerosis","hsa05418"
"4754","Q99683","MAP3K5","Fluid shear stress and atherosclerosis","hsa05418"
"4755","O14733","MAP2K7","Fluid shear stress and atherosclerosis","hsa05418"
"4756","P52564","MAP2K6","Fluid shear stress and atherosclerosis","hsa05418"
"4757","P45983","MAPK8","Fluid shear stress and atherosclerosis","hsa05418"
"4758","Q16539","MAPK14","Fluid shear stress and atherosclerosis","hsa05418"
"4759","O15111","CHUK","Fluid shear stress and atherosclerosis","hsa05418"
"4760","P19838","NFKB1","Fluid shear stress and atherosclerosis","hsa05418"
"4761","P01100","FOS","Fluid shear stress and atherosclerosis","hsa05418"
"4762","P12644","BMP4","Fluid shear stress and atherosclerosis","hsa05418"
"4763","Q05513","PRKCZ","Fluid shear stress and atherosclerosis","hsa05418"
"4764","P04637","TP53","Fluid shear stress and atherosclerosis","hsa05418"
"4765","P28562","DUSP1","Fluid shear stress and atherosclerosis","hsa05418"
"4766","Q14145","KEAP1","Fluid shear stress and atherosclerosis","hsa05418"
"4767","Q9Y243","AKT3","Fluid shear stress and atherosclerosis","hsa05418"
"4768","Q13163","MAP2K5","Fluid shear stress and atherosclerosis","hsa05418"
"4769","Q13164","MAPK7","Fluid shear stress and atherosclerosis","hsa05418"
"4770","P12931","SRC","Fluid shear stress and atherosclerosis","hsa05418"
"4771","P08514","ITGA2B","Fluid shear stress and atherosclerosis","hsa05418"
"4772","Q92974","ARHGEF2","Fluid shear stress and atherosclerosis","hsa05418"
"4773","P61586","RHOA","Fluid shear stress and atherosclerosis","hsa05418"
"4774","P16284","PECAM1","Fluid shear stress and atherosclerosis","hsa05418"
"4775","Q02078","MEF2A","Fluid shear stress and atherosclerosis","hsa05418"
"4776","Q9Y5W3","KLF2","Fluid shear stress and atherosclerosis","hsa05418"
"4777","P25391","LAMA1","Hypertrophic cardiomyopathy","hsa05410"
"4778","Q14118","DAG1","Hypertrophic cardiomyopathy","hsa05410"
"4779","P63316","TNNC1","Hypertrophic cardiomyopathy","hsa05410"
"4780","P24821","TNC","Hypertrophic cardiomyopathy","hsa05410"
"4781","P45379","TNNT2","Hypertrophic cardiomyopathy","hsa05410"
"4782","P19429","TNNI3","Hypertrophic cardiomyopathy","hsa05410"
"4783","P68032","ACTC1","Hypertrophic cardiomyopathy","hsa05410"
"4784","P13533","MYH6","Hypertrophic cardiomyopathy","hsa05410"
"4785","Q14896","MYBPC3","Hypertrophic cardiomyopathy","hsa05410"
"4786","P11532","DMD","Hypertrophic cardiomyopathy","hsa05410"
"4787","P05556","ITGB1","Hypertrophic cardiomyopathy","hsa05410"
"4788","P25391","LAMA1","Arrhythmogenic right ventricular cardiomyopathy","hsa05412"
"4789","Q14118","DAG1","Arrhythmogenic right ventricular cardiomyopathy","hsa05412"
"4790","P19022","CDH2","Arrhythmogenic right ventricular cardiomyopathy","hsa05412"
"4791","P17302","GJA1","Arrhythmogenic right ventricular cardiomyopathy","hsa05412"
"4792","Q02487","DSC2","Arrhythmogenic right ventricular cardiomyopathy","hsa05412"
"4793","Q14574","DSC3","Arrhythmogenic right ventricular cardiomyopathy","hsa05412"
"4794","Q14126","DSG2","Arrhythmogenic right ventricular cardiomyopathy","hsa05412"
"4795","P35222","CTNNB1","Arrhythmogenic right ventricular cardiomyopathy","hsa05412"
"4796","P14923","JUP","Arrhythmogenic right ventricular cardiomyopathy","hsa05412"
"4797","P0DP08","IGHV4-38-2","Dilated cardiomyopathy","hsa05414"
"4798","P08588","ADRB1","Dilated cardiomyopathy","hsa05414"
"4799","P84996","GNAS","Dilated cardiomyopathy","hsa05414"
"4800","O95467","GNAS","Dilated cardiomyopathy","hsa05414"
"4801","P63092","GNAS","Dilated cardiomyopathy","hsa05414"
"4802","Q5JWF2","GNAS","Dilated cardiomyopathy","hsa05414"
"4803","P17612","PRKACA","Dilated cardiomyopathy","hsa05414"
"4804","P26678","PLN","Dilated cardiomyopathy","hsa05414"
"4805","P25391","LAMA1","Dilated cardiomyopathy","hsa05414"
"4806","Q14118","DAG1","Dilated cardiomyopathy","hsa05414"
"4807","P63316","TNNC1","Dilated cardiomyopathy","hsa05414"
"4808","P24821","TNC","Dilated cardiomyopathy","hsa05414"
"4809","P45379","TNNT2","Dilated cardiomyopathy","hsa05414"
"4810","P68032","ACTC1","Dilated cardiomyopathy","hsa05414"
"4811","Q14896","MYBPC3","Dilated cardiomyopathy","hsa05414"
"4812","P19429","TNNI3","Dilated cardiomyopathy","hsa05414"
"4813","P13533","MYH6","Dilated cardiomyopathy","hsa05414"
"4814","P11532","DMD","Dilated cardiomyopathy","hsa05414"
"4815","Q9UQM7","CAMK2A","Diabetic cardiomyopathy","hsa05415"
"4816","P01308","INS","Diabetic cardiomyopathy","hsa05415"
"4817","P01137","TGFB1","Diabetic cardiomyopathy","hsa05415"
"4818","P36897","TGFBR1","Diabetic cardiomyopathy","hsa05415"
"4819","Q15109","AGER","Diabetic cardiomyopathy","hsa05415"
"4820","P05771","PRKCB","Diabetic cardiomyopathy","hsa05415"
"4821","Q9Y243","AKT3","Diabetic cardiomyopathy","hsa05415"
"4822","P30556","AGTR1","Diabetic cardiomyopathy","hsa05415"
"4823","P19838","NFKB1","Diabetic cardiomyopathy","hsa05415"
"4824","Q07869","PPARA","Diabetic cardiomyopathy","hsa05415"
"4825","P08047","SP1","Diabetic cardiomyopathy","hsa05415"
"4826","Q15119","PDK2","Diabetic cardiomyopathy","hsa05415"
"4827","P09874","PARP1","Diabetic cardiomyopathy","hsa05415"
"4828","P17252","PRKCA","Diabetic cardiomyopathy","hsa05415"
"4829","P06213","INSR","Diabetic cardiomyopathy","hsa05415"
"4830","P49841","GSK3B","Diabetic cardiomyopathy","hsa05415"
"4831","P35568","IRS1","Diabetic cardiomyopathy","hsa05415"
"4832","Q15796","SMAD2","Diabetic cardiomyopathy","hsa05415"
"4833","P25391","LAMA1","Viral myocarditis","hsa05416"
"4834","Q14118","DAG1","Viral myocarditis","hsa05416"
"4835","P11532","DMD","Viral myocarditis","hsa05416"
"4836","P29965","CD40LG","Viral myocarditis","hsa05416"
"4837","P33681","CD80","Viral myocarditis","hsa05416"
"4838","Q14790","CASP8","Viral myocarditis","hsa05416"
"4839","P99999","CYCS","Viral myocarditis","hsa05416"
